element_type,osmid,amenity,cuisine,name,geometry,shelter_type,atm,healthcare,bus,public_transport,capacity,nodes,ferry,landuse,addr:street,name:en,name:zh,wikidata,wikipedia,tourism,building,internet_access,internet_access:fee,operator,outdoor_seating,website,access,covered,email,opening_hours,surface,bicycle_parking,fee,operator:type,waste,parking,religion,layer,townhall:type,brand,brand:en,brand:wikidata,brand:zh,ref,takeaway,addr:city,addr:district,addr:postcode,addr:province,smoking,addr:housenumber,drive_through,operator:en,operator:wikidata,operator:zh,description,park_ride,barrier,backrest,female,male,toilets:disposal,bench,bin,diet:vegetarian,changing_table,unisex,wheelchair,highway,fuel:octane_92,source,social_facility,social_facility:for,alt_name,created_by,name:zh-Latn-pinyin,brand:wikipedia,name:de,official_name,phone,brand:zh-Hans,name:zh-Hans,address,contact:phone,lgbtq,addr:country,bar,payment:telephone_cards,check_date,name:cs,name:fi,name:fr,name:ko,name:sv,name:zh-Hant,delivery,not:brand:wikidata,addr:housename,designation,diet:halal,bicycle,motorcar,short_name,operator:wikipedia,motor_vehicle,supervised,bicycle_rental,drink:tea,material,recycling_type,collection_times,post_box:type,historic,note,vending,indoor,type,service:bicycle:pump,maxheight,name:zh-CN,name:zh-Hant-CN,entrance,name:ru,fast_food,tower:type,brand:zh-Hant,int_name,start_date,shop,dispensing,level,description:en,phone:mobile,brand:ja,branch,parcel_mail_in,parcel_pickup,payment,payment:mobilepay,payment:cash,payment:mobile_phone,cash_in,post_office,addr:floor,toilets,colour,toilets:handwashing,name:ja,diet:chicken,diet:meat,diet:mediterranean,diet:salad,theatre:type,indoor_seating,self_service,air_conditioning,old_name,internet_access:ssid,healthcare:speciality,denomination,height,building:levels,was:building,grades,alt_name:zh,addr:full,addr:full:en,office,capacity:disabled,construction,trolleybus,ways,name:nan,name:nan-HJ,name:nan-POJ,name:nan-TL,short_name:en,short_name:nan,short_name:nan-HJ,short_name:nan-POJ,short_name:nan-TL,short_name:zh,stars,lit,shelter,postal_code,cargo,opening_hours:covid19,toilets:access,emergency,theatre:genre,roof:height,roof:shape,title,residential,studio,site,payment:alipay,payment:coins,payment:wechat,network,payment:叮嗒出行,payment:杭州市民卡,payment:杭州通,location,lockable,fixme,fixme:type,school,name:el,name:es,preschool,psv,taxi,tourist_bus,coach,diet:local
way,888306515,parking,,,"POLYGON ((120.1841439 30.2839265, 120.1843719 30.2835381, 120.184985 30.2827824, 120.1853578 30.2833013, 120.1847509 30.2841899, 120.1841439 30.2839265))",,,,,,,"[8258808936, 8258808937, 8258808938, 8258808939, 8258808940, 8258808936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,888306618,hospital,,,"POLYGON ((120.1872742 30.2846011, 120.1880188 30.284807, 120.1881529 30.284594, 120.1872046 30.2842375, 120.1872742 30.2846011))",,,hospital,,,,"[8258809426, 8258809427, 8258809428, 8258809429, 8258809426]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,888309124,parking,,,"POLYGON ((120.1897391 30.2869269, 120.1898083 30.2867578, 120.1901357 30.2868576, 120.1900666 30.2870268, 120.1897391 30.2869269))",,,,,,,"[8258835516, 8258835517, 8258835518, 8258835519, 8258835516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,891411402,school,,杭州市澎汇小学,"POLYGON ((120.2319934 30.2935318, 120.2335252 30.2923746, 120.2346413 30.2928504, 120.2346833 30.2929109, 120.2346693 30.2929835, 120.234618 30.2930359, 120.2341743 30.2934189, 120.2339221 30.2936367, 120.233329 30.2941085, 120.2319934 30.2935318))",,,,,,,"[8285499751, 8285499752, 8285499753, 8285499754, 8285499755, 8285499756, 8285499757, 8285499758, 8285499759, 8285499751]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,891411410,hospital,,杭州市第一人民医院艮北院区,"POLYGON ((120.2472292 30.3003341, 120.2475886 30.2999357, 120.2487634 30.2989492, 120.2488332 30.2989168, 120.2489083 30.2989353, 120.2504693 30.300385, 120.2503084 30.3005378, 120.2503406 30.3012557, 120.2496861 30.3018903, 120.2493964 30.3022423, 120.2487044 30.3016957, 120.2472292 30.3003341))",,,hospital,,,,"[8285499785, 8285499786, 8285499787, 8285499788, 8285499789, 8285499790, 8285499791, 8285499792, 8285499793, 8285499794, 8285499795, 8285499785]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,892475160,parking,,,"POLYGON ((120.1921183 30.2968326, 120.192602 30.2958005, 120.1935263 30.2961091, 120.1927715 30.2970268, 120.1921183 30.2968326))",,,,,,,"[8294969274, 8294969275, 8294969276, 8294969277, 8294969274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,892475161,fuel,,中国石化,"POLYGON ((120.1928694 30.2953534, 120.1929225 30.2950509, 120.1930287 30.2948033, 120.1932375 30.2950845, 120.1930641 30.2954267, 120.1928694 30.2953534))",,,,,,,"[8294969278, 8294969279, 8294969280, 8294969281, 8294969282, 8294969278]",,,,Sinopec,中国石化,,,,,,,,,,,,,,,,,,,,,,,中国石化,Sinopec,Q831445,中国石化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en:Sinopec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,892482223,parking,,,"POLYGON ((120.1831726 30.2791792, 120.1834548 30.2787437, 120.1839487 30.2787951, 120.1838772 30.2793086, 120.1835524 30.2792748, 120.183533 30.2794141, 120.1833358 30.2793937, 120.1833497 30.2792937, 120.1831895 30.2792771, 120.1832337 30.2792088, 120.1831726 30.2791792))",,,,,,,"[8295036801, 8295036802, 8295036803, 8295036804, 8295036805, 8295036806, 8295036807, 8295036808, 8295036809, 8295036810, 8295036801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,892496169,parking,,,"POLYGON ((120.1861149 30.2813515, 120.1860635 30.2810531, 120.1862713 30.281037, 120.1863133 30.2813374, 120.1861149 30.2813515))",,,,,,,"[8295171095, 8295171096, 8295171097, 8295171098, 8295171095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,892496170,parking,,,"POLYGON ((120.18675 30.2818334, 120.1867593 30.2817104, 120.1866799 30.2810934, 120.1869975 30.2810934, 120.1870064 30.2817378, 120.1870068 30.2817649, 120.1869228 30.2819201, 120.18675 30.2818334))",,,,,,,"[8295171099, 8295171100, 8295171101, 8295171102, 8295172346, 8295171103, 8295171104, 8295171099]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,892496195,school,,杭州市艮山路学校,"POLYGON ((120.1912401 30.2806635, 120.1913972 30.2797988, 120.192149 30.2798547, 120.1920658 30.2807274, 120.1912401 30.2806635))",,,,,,,"[8295172432, 8295172433, 8295172434, 8295172435, 8295172432]",,,,Hangzhou Genshan Road School,杭州市艮山路学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,892496299,parking,,,"POLYGON ((120.1957519 30.2835299, 120.1957935 30.2831801, 120.1960585 30.2832147, 120.1960585 30.2837042, 120.1962187 30.2837295, 120.1961555 30.2838998, 120.1958274 30.2838612, 120.195852 30.2835552, 120.1957519 30.2835299))",,,,,,,"[8295172977, 8295172978, 8295172979, 8295172980, 8295172981, 8295172982, 8295172983, 8295172984, 8295172977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,892496303,parking,,,"POLYGON ((120.1951773 30.2827903, 120.1951989 30.2826559, 120.1957457 30.2826958, 120.1957334 30.2828355, 120.1951773 30.2827903))",,,,,,,"[8295172997, 8295172998, 8295172999, 8295173000, 8295172997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,893774906,parking,,,"POLYGON ((120.1979147 30.2934918, 120.1981412 30.2936385, 120.1980739 30.2937577, 120.1983801 30.2939869, 120.1986774 30.2935483, 120.1981093 30.2932198, 120.1979147 30.2934918))",,,,,,,"[8307077785, 8307077786, 8307077787, 8307077788, 8307077789, 8307077790, 8307077785]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,893775051,school,,杭州市笕弘实验学校,"POLYGON ((120.1911429 30.3063748, 120.1920364 30.3050023, 120.1939035 30.3056939, 120.1935769 30.3063376, 120.1934414 30.3070877, 120.1926711 30.3069334, 120.1920672 30.3066621, 120.1915311 30.3066089, 120.1911429 30.3063748))",,,,,,,"[8307078422, 8307078423, 8307078424, 8307078425, 8307078426, 8307078427, 8307078428, 8307078429, 8307078422]",,,,Hangzhou Jianhong Experimental School,杭州市笕弘实验学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,895390834,school,,,"POLYGON ((120.246207 30.2588364, 120.247288 30.2582312, 120.2476019 30.2586188, 120.2475943 30.2596381, 120.2467856 30.2596568, 120.246207 30.2588364))",,,,,,,"[8322997300, 8322997301, 8322997302, 9832191943, 8322997303, 8322997300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,899224554,parking,,,"POLYGON ((120.0480589 30.2517338, 120.0481538 30.2515382, 120.0482013 30.251482, 120.0482765 30.2514537, 120.0483655 30.251452, 120.0493114 30.2518104, 120.0495764 30.252212, 120.0495403 30.2522968, 120.049496 30.2523414, 120.0494334 30.2523589, 120.0493806 30.252358, 120.0482769 30.2519474, 120.0481464 30.2518901, 120.0480957 30.2518546, 120.0480581 30.2518027, 120.0480589 30.2517338))",,,,,,,"[8355231724, 8355231725, 9610308656, 8355231726, 8355231727, 8355231728, 8355231733, 8355231734, 8920647917, 8355231736, 8355231737, 8355231738, 8355231744, 8355231745, 8355231746, 8355231724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,899224559,parking,,,"POLYGON ((120.0488316 30.2527633, 120.0493651 30.253009, 120.0494782 30.2530387, 120.0495774 30.2530265, 120.049846 30.2529225, 120.0497524 30.2527707, 120.0495711 30.2526375, 120.0490138 30.2524043, 120.0488316 30.2527633))",,,,,,,"[8355231776, 8355231777, 8355231778, 9610308649, 8355231779, 9610308652, 8355231781, 9610308650, 8355231776]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,899224562,parking,,,"POLYGON ((120.0485345 30.2522611, 120.0484855 30.2523694, 120.0487436 30.2524566, 120.0487927 30.2523483, 120.0485345 30.2522611))",,,,,,,"[9610308653, 8355231793, 8355231794, 8355231795, 9610308653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,899465106,parking,,,"POLYGON ((120.0521916 30.2607247, 120.052848 30.260893, 120.0531351 30.260019, 120.0523079 30.2598153, 120.052178 30.2597858, 120.0520412 30.2602021, 120.0522327 30.2602464, 120.0523044 30.2603025, 120.0523079 30.260397, 120.0521916 30.2607247))",,,,,,,"[8357332368, 8357332369, 8357332367, 8357332370, 8357332371, 8357332372, 8357332373, 8357332374, 8357332375, 8357332368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,908430617,parking,,,"POLYGON ((120.0394932 30.293149, 120.0400633 30.2933373, 120.0405416 30.2934952, 120.0403802 30.2938596, 120.0393318 30.2935136, 120.0394932 30.293149))",,,,,,,"[8435129818, 8435129838, 8435129819, 8435129820, 8435129821, 8435129818]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,908588194,parking,,,"POLYGON ((120.1761225 30.4784479, 120.176258 30.4780663, 120.1764067 30.4776759, 120.1783586 30.4782363, 120.1782039 30.4785186, 120.1775543 30.4782804, 120.1772742 30.4781626, 120.1769132 30.4787672, 120.1768809 30.4787885, 120.1768406 30.4787929, 120.1768004 30.4787853, 120.1761225 30.4784479))",,,,,,,"[8436431125, 11936904742, 8436431126, 8436431127, 8436431129, 11936904744, 8436431131, 8436431132, 11936904747, 11936904746, 11936904745, 8436431125]",,,,,,,,,,,,圆满路停车场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,910638147,courthouse,,杭州市上城区人民检察院,"POLYGON ((120.2077208 30.2861476, 120.2078509 30.2858316, 120.2080298 30.2857368, 120.2083022 30.2857404, 120.2090665 30.2858983, 120.2086599 30.2865513, 120.2077208 30.2861476))",,,,,,,"[8455699153, 8455699154, 8455699155, 8455699156, 8455699157, 8455699158, 8455699153]",,,,"People's Procuratorate of Shangcheng District, Hangzhou",杭州市上城区人民检察院,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,910638152,parking,,,"POLYGON ((120.2073099 30.2863345, 120.2074834 30.2861397, 120.2082353 30.2864077, 120.2080634 30.2866252, 120.2073099 30.2863345))",,,,,,,"[8455699159, 8455699174, 8455699175, 8455699176, 8455699159]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,911796476,parking,,,"POLYGON ((120.041122 30.2702235, 120.0413128 30.2696176, 120.0412618 30.2692996, 120.0418773 30.2691811, 120.0419042 30.2693785, 120.0419123 30.2695503, 120.0418451 30.2696199, 120.0417483 30.2696617, 120.041751 30.2697476, 120.0417671 30.2698707, 120.0417402 30.2700007, 120.0417026 30.2701191, 120.0416703 30.2701864, 120.0415332 30.2701493, 120.0414902 30.270198, 120.0414257 30.2702491, 120.0413558 30.2702653, 120.0412295 30.2702537, 120.041122 30.2702235))",,,,,,,"[8466614703, 8466614704, 8466614705, 8466614706, 8466614707, 8466614708, 8466614709, 8466614710, 8466614711, 8466614712, 8466614713, 8466614714, 8466614715, 8466614716, 8466614717, 8466614718, 8466614719, 8466614720, 8466614703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,919639268,kindergarten,,笕新幼儿园,"POLYGON ((120.2098276 30.3009749, 120.2102764 30.3007124, 120.210322 30.3006799, 120.2099678 30.3002653, 120.2098086 30.3002735, 120.2096761 30.3003234, 120.2096771 30.3004029, 120.2096576 30.3004785, 120.2095543 30.3006159, 120.2095622 30.3007471, 120.2098276 30.3009749))",,,,,,,"[5787746371, 8540298393, 8540298394, 5787746369, 8540298399, 8540298398, 8540298397, 8540298396, 8540298395, 5787746370, 5787746371]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,919639273,kindergarten,,杭州市笕桥花园幼儿园,"POLYGON ((120.2144271 30.3033574, 120.2139265 30.303094, 120.2136063 30.3036085, 120.2141022 30.303863, 120.2144271 30.3033574))",,,,,,,"[5790120372, 8175577242, 8540298512, 8540298511, 5790120372]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,922860390,parking,,,"POLYGON ((120.0545102 30.2599493, 120.054755 30.259986, 120.0547736 30.259909, 120.0548064 30.259915, 120.054841 30.2598061, 120.0547603 30.2597918, 120.0547736 30.2597435, 120.0545714 30.2597079, 120.0545102 30.2599493))",,,,,,,"[8566976739, 8566976740, 8566976741, 8566976742, 8566976743, 8566976744, 8566976745, 8566976746, 8566976739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,925243929,social_facility,,杭州市拱墅区老人公寓,"POLYGON ((120.129563 30.3275889, 120.1295325 30.3275766, 120.1295102 30.3275503, 120.12951 30.3274764, 120.1297594 30.3274759, 120.1297589 30.3273106, 120.1298623 30.3273104, 120.1298621 30.3272248, 120.1298035 30.3272245, 120.1298035 30.3272475, 120.1296309 30.3272474, 120.1296308 30.3272701, 120.1295082 30.3272701, 120.1295083 30.3271541, 120.1297627 30.3271542, 120.1297627 30.3271137, 120.1298905 30.3271137, 120.129892 30.326978, 120.1299619 30.3269786, 120.1299634 30.3268512, 120.1299184 30.3268513, 120.1299185 30.3267971, 120.1298218 30.326797, 120.1298218 30.3268488, 120.1296089 30.3268486, 120.1296088 30.3268983, 120.1295437 30.3268982, 120.1295437 30.3268441, 120.1295013 30.326844, 120.1295015 30.3267214, 120.129687 30.3267216, 120.129687 30.3266828, 120.1300105 30.3266832, 120.1300104 30.3267092, 120.1301604 30.3267093, 120.1301602 30.3268515, 120.1300056 30.3268515, 120.1300045 30.3269428, 120.130059 30.3269433, 120.1300583 30.3270023, 120.1299167 30.327001, 120.1299153 30.3271139, 120.1300081 30.3271139, 120.1300081 30.3271399, 120.1300593 30.3271399, 120.1301081 30.3271592, 120.1301365 30.3271838, 120.1301569 30.3272136, 120.1301568 30.3272581, 120.1300481 30.3272576, 120.1300482 30.3273051, 120.1300748 30.327305, 120.1300754 30.327461, 120.1300105 30.3274611, 120.1300109 30.3275878, 120.129563 30.3275889))",,,,,,,"[6595558782, 6595558783, 6595558784, 6595558771, 6595558772, 6595558773, 6595558774, 6595558775, 6595558757, 6595558758, 6595558759, 6595558760, 6595558744, 6595558745, 6595558746, 6595558747, 6595558761, 6595558762, 6595558763, 6595558764, 6595558736, 6595558737, 6595558738, 6595558739, 6595558740, 6595558741, 6595558742, 6595558743, 6595558728, 6595558729, 6595558730, 6595558731, 6595558732, 6595558733, 6595558734, 6595558735, 6595558765, 6595558766, 6595558767, 6595558768, 6595558769, 6595558770, 6595558748, 6595558749, 6595558750, 6595558751, 6595558752, 6595558753, 6595558754, 6595558776, 6595558777, 6595558778, 6595558779, 6595558780, 6595558781, 6595558782]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,928313788,parking,,,"POLYGON ((120.2464401 30.2925761, 120.2468802 30.2921539, 120.2467537 30.2920556, 120.2463137 30.2924779, 120.2464401 30.2925761))",,,,,,,"[8611368905, 8611368906, 8611368907, 8611368908, 8611368905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
